Customer,Name,Current,1 To 31,31 To 61,61 To 92,Over 92,Balance
C004872,FIGMENT DESIGN LABORATORIES (PTY) LTD,3047.5,0.0,0.0,0.0,0.0,3047.5
C001035,Dairy Standard Agency,2988.85,0.0,0.0,0.0,0.0,2988.85
C006408,ELLE BELLE FOODS (PTY) LTD,2988.85,0.0,0.0,0.0,0.0,2988.85
C006901,HOLISTIC SUPERBET SHARED SERVICES (PTY) LTD,2643.85,341.15,0.0,0.0,0.0,2985.0
C000246,Cloud Brokerage Services (Pty) Ltd  (CBS),0.0,0.0,0.0,0.0,2942.85,2942.85
C006544,ABSOLUTE HOSTING (PTY) LTD,0.0,22525.05,0.0,0.0,19589.54,2935.51
C000032,Pamoja Asset Management ( Pty) Ltd,2873.85,0.0,0.0,0.0,0.0,2873.85
C000836,Hadar Attorneys Incorporated T/A Hadar Incorporated,2873.85,0.0,0.0,0.0,0.0,2873.85
C001178,Blue Seas Products (Pty) Ltd,2873.85,0.0,0.0,0.0,0.0,2873.85
C003774,SERVECONNECT CC,0.0,2873.85,0.0,0.0,0.0,2873.85
C005350,NDLONDLOBALA HOLDINGS (PTY) LTD,2873.85,0.0,0.0,0.0,0.0,2873.85
C005593,HARD ROCK SOUTH AFRICA (PTY) LTD,2873.85,0.0,0.0,0.0,0.0,2873.85
C005738,SIDQCON (PTY) LTD,2873.85,0.0,0.0,0.0,0.0,2873.85
C006122,RUSHAAN TOEFY FINANCIAL SERVICES (PTY) LTD,2873.85,0.0,0.0,0.0,0.0,2873.85
C006182,WOLF LAIR INVESTMENTS (PTY) LTD T/A CILANTROS,2873.85,0.0,0.0,0.0,0.0,2873.85
C006224,MIO MONDO (PTY) LTD,2873.85,0.0,0.0,0.0,0.0,2873.85
C006298,MOYENI COMMERCIAL PROPERTY NO 3 (PTY) LTD,2873.85,0.0,0.0,0.0,0.0,2873.85
C006391,RV ENERGY SOLUTIONS (PTY) LTD,0.0,0.0,0.0,0.0,2873.85,2873.85
C006518,MCG CENTRAL SERVICES (PTY) LTD,2873.85,0.0,0.0,0.0,0.0,2873.85
C006845,SOMBS HOLDINGS (PTY) LTD,2873.85,0.0,0.0,0.0,0.0,2873.85
ZON001,Zonke-Unicode (Pty) Ltd,2873.85,0.0,0.0,0.0,0.0,2873.85
C006756,PFC COMPUTERS EASTERN CAPE CC,0.0,2810.6,0.0,0.0,0.0,2810.6
C004954,WELSHFIN,2804.85,0.0,0.0,0.0,0.0,2804.85
C005978,I MOBILITY (PTY) LTD,6670.0,0.0,0.0,1725.0,5625.8,2769.2
C001185,VisionOSS (Pty) Ltd t/a VOSS Solutions,2760.0,0.0,0.0,0.0,0.0,2760.0
C006398,PANTRY CLUB,2758.85,0.0,0.0,0.0,0.0,2758.85
C006914,ORCA COURIERS CC,1723.85,1034.31,0.0,0.0,0.0,2758.16
C005483,SOMA FOOD CO. (PTY) LTD,2753.1,0.0,0.0,0.0,0.0,2753.1
PSA033,Crystal Communications,0.0,0.0,0.0,0.0,2656.5,2656.5
C006865,AFRICAN NATIONAL CONGRESS,2643.85,0.0,0.0,0.0,0.0,2643.85
FAB002,Faber & Allin Inc Attorneys,877.3,854.63,0.0,6029.07,5173.85,2587.15
ACC006,Accelerate IT (Pty) Ltd T/A Accelerate IT,2586.35,0.0,0.0,0.0,0.0,2586.35
C005991,NEWBRIDGE HOLDINGS (PTY) LTD,2586.35,0.0,0.0,0.0,0.0,2586.35
WCMEDIT,EXPEDIENT MEDICAL (PTY) LTD T/A MEDICAL IT (PTY) LTD,0.0,2586.35,0.0,0.0,0.0,2586.35
C006276,THALLEON (PTY) LTD,2482.85,0.0,0.0,0.0,0.0,2482.85
C006065,BLAQROZ CO (PTY) LTD,1148.85,1148.85,148.85,0.0,20.67,2425.88
C005902,VASTRA (PTY) LTD,2402.35,6.89,0.0,0.0,0.0,2409.24
C005920,AUTOMOTIVE BRANDS SOUTH AFRICA (PTY) LTD,2402.35,0.0,0.0,0.0,0.0,2402.35
C006377,WILDSPROUT WHOLEFOODS (PTY) LTD,2402.35,0.0,0.0,0.0,0.0,2402.35
C006439,JB SUPERMARKET DORANDIA (PTY) LTD T/A PICK N PAY FAMILY STORE DORANDIA,2402.35,0.0,0.0,0.0,0.0,2402.35
C006456,RIDE EXPEDITIONS,2402.35,0.0,0.0,0.0,0.0,2402.35
C005508,HOWZIT TELECOMS,2367.85,0.0,0.0,0.0,0.0,2367.85
C006135,STEPHAN SPRUYT INCORPORATED,2321.85,0.0,0.0,0.0,0.0,2321.85
NOB001,No Barrier Communications,2277.59,0.0,0.0,0.0,0.0,2277.59
C000526,Katiah Technologies (PTY) LTD,1115.5,1115.5,0.0,0.0,0.0,2231.0
C006894,AGAPE SPECIALISTS CONSULTING,1033.85,1033.85,133.4,0.0,0.0,2201.1
C005510,MINDE SCHAPIRO & SMITH INCORPORATED,2183.85,0.0,0.0,0.0,0.0,2183.85
C005886,NOVUS GEAR (PTY) LTD,2183.85,0.0,0.0,0.0,0.0,2183.85
C005954,PRESTIGE COSMETICS DISTRIBUTORS (PTY) LTD,2183.85,0.0,0.0,0.0,0.0,2183.85
C005999,YALTAS PUB & GRILL CC,2183.85,0.0,0.0,0.0,0.0,2183.85
C005716,BIDVEST OFFICE (PTY) LTD T/A WALTONS,1723.85,0.0,0.0,0.0,449.7,2173.55
C000408,Trinity Telecomms (Pty) Ltd,2157.4,0.0,0.0,0.0,0.0,2157.4
C004758,AIRPARK BEAUFORT WEST CC,8050.0,5922.5,0.0,0.0,0.0,2127.5
C006649,LIGHTBOX STUDIO (PTY) LTD,688.85,688.85,688.85,0.0,0.0,2066.55
C000553,Tony's Colours (SA) (Pty) Ltd,3495.1,1494.1,0.0,0.0,0.0,2001.0
C006024,YIRED (PTY) LTD,1897.5,0.0,0.0,0.0,0.0,1897.5
C005582,SUN PLASTICS SA (PTY) LTD,1884.85,0.0,0.0,0.0,0.0,1884.85
C005123,CONVERTACOR (PTY) LTD,1869.27,0.0,0.0,0.0,0.0,1869.27
C004950,FARAI RAZANO T/A RAZANO ATTORNEYS,0.0,0.0,0.0,0.0,1852.98,1852.98
C005761,OUTSOURCE GROUP SA (PTY) LTD,1820.45,0.0,0.0,0.0,0.0,1820.45
C005861,HASHTAGS PROPERTIES (PTY) LTD,1735.35,0.0,0.0,0.0,0.0,1735.35
C006285,OPTIC EDGE BLOUBERG,1735.35,0.0,0.0,0.0,0.0,1735.35
C006425,AVRASERVE (PTY) LTD T/A SCOTCH AND SODA HYDE PARK,1735.35,0.0,0.0,0.0,0.0,1735.35
C006451,CARLTON HAIR ACADEMY,1735.35,0.0,0.0,0.0,0.0,1735.35
C006844,AFRIFUSION (PTY) LTD,1735.35,0.0,0.0,0.0,0.0,1735.35
C000041,Edstan Construction (Pty) Ltd T/A Edstan &Son (Pty) Ltd,1723.85,0.0,0.0,0.0,0.0,1723.85
C000247,International Timepiece & Merchandising Corporation (Pty) Lt,1723.85,0.0,0.0,0.0,0.0,1723.85
C000668,Energywise Systems (Pty) Ltd,1723.85,0.0,0.0,0.0,0.0,1723.85
C005623,LEKONAKONETSI CONSULTING SERVICES PTY LTD,1723.85,0.0,0.0,0.0,0.0,1723.85
C005694,BRESCO DIAMONDS (PTY) LTD.,1723.85,0.0,0.0,0.0,0.0,1723.85
C005713,RED INK,1723.85,0.0,0.0,0.0,0.0,1723.85
C005810,FG LA PASTA (PTY) LTD,1723.85,0.0,0.0,0.0,0.0,1723.85
C006040,TAIGAN M-STRETCH (PTY) LTD,1723.85,0.0,0.0,0.0,0.0,1723.85
C006060,THIRST BAR SERVICES (PTY) LTD,1723.85,0.0,0.0,0.0,0.0,1723.85
C006109,ORYX DESERT SALT (PTY) LTD,1723.85,0.0,0.0,0.0,0.0,1723.85
C006151,SHUTTLE LIGHTING CONTROL SYSTEMS (PTY) LTD,1723.85,0.0,0.0,0.0,0.0,1723.85
C006154,BLUE POINTER TRADING 51 (PTY) LTD,1723.85,0.0,0.0,0.0,0.0,1723.85
C006198,CATHERINE ANNE PEARSE T/A MY DESERT ROSE,0.0,0.0,0.0,0.0,1723.85,1723.85
C006225,HOLY CRISP (PTY) LTD,1723.85,0.0,0.0,0.0,0.0,1723.85
C006355,COMPLETE HAIRDRESSING SUPPLIES (PTY) LTD,1723.85,0.0,0.0,0.0,0.0,1723.85
C006415,AURORA PHARMA (PTY) LTD T/A NEOVITA VITAMINS,1723.85,0.0,0.0,0.0,0.0,1723.85
C006416,SHAZMINS (PTY) LTD T/A SHAZMIN'S LUXE PATISSERIE,1723.85,0.0,0.0,0.0,0.0,1723.85
C006502,NRG EXPLORATION CC,1723.85,0.0,0.0,0.0,0.0,1723.85
C006559,MELENZA OPTOMETRISTS INC,1723.85,0.0,0.0,0.0,0.0,1723.85
C006560,NETVEST ADVISORY (PTY) LTD,1723.85,0.0,0.0,0.0,0.0,1723.85
C006590,Forest Fern (Pty) Ltd T/A Balmain Paris,1723.85,0.0,0.0,0.0,0.0,1723.85
C006615,TEKMART ONLINE (PTY) LTD T/A TEKMART AFRICA,1723.85,0.0,0.0,0.0,0.0,1723.85
C006677,SHANDU ATTORNEYS INC,1723.85,0.0,0.0,0.0,0.0,1723.85
C006713,GLOBESCOPE MANAGEMENT SERVICES (PTY) LTD,1723.85,0.0,0.0,0.0,0.0,1723.85
C006876,SHARIF PANDIT,1723.85,0.0,0.0,0.0,0.0,1723.85
C005848,TANZANITE AND SAPPHIRE (PTY) LTD,1710.35,0.0,0.0,0.0,0.0,1710.35
C000472,DHL Audit Services Incorporated,0.0,0.0,0.0,0.0,1691.02,1691.02
C006297,TAG RUGBY PROMOTIONS,1148.85,1148.85,0.0,0.0,613.21,1684.49
WCWASOAK,Washirika 3 Oaks Pty Ltd,0.0,1672.1,0.0,0.0,0.0,1672.1
C005794,Marelie Gous Audiologists Inc T/a The Hearing Clinic,1660.6,0.0,0.0,0.0,0.0,1660.6
C006280,TOP TRAVEL INTERNATIONAL (PTY) LTD,1608.85,0.0,0.0,0.0,0.0,1608.85
C000665,Power Trade and Invest (Pty) Ltd,1552.5,0.0,0.0,0.0,0.0,1552.5
C001051,i-Team (Pty) Ltd,1551.35,0.0,0.0,0.0,0.0,1551.35
C006733,BOOTCO (PTY) LTD,1723.85,0.0,152.3,0.0,59.53,1512.02
THO002,ThoughtExpress Symantic Technology (Pty) Ltd,1495.0,0.0,0.0,0.0,0.0,1495.0
C005395,THE GOOD FOOD FACTORY (PTY) LTD,1493.85,0.0,0.0,0.0,0.0,1493.85
C000527,2M Internet Solutions (Pty) Ltd,1378.85,0.0,0.0,0.0,0.0,1378.85
C000508,CM Telecom South Africa (Pty) Ltd,3622.5,0.0,0.0,0.0,2293.1,1329.4
C005244,EXCEL QUANTITY SURVEYORS (PTY) LTD,1207.5,0.0,0.0,0.0,0.0,1207.5
C005154,SUPRONET (PTY) LTD,1148.85,0.0,0.0,0.0,0.0,1148.85
C005546,JOSE CARLOS GONALVES T/A WOLMANS LUGGAGE,1148.85,0.0,0.0,0.0,0.0,1148.85
C005770,NOVA RENDA T/A FRA COAL,1148.85,0.0,0.0,0.0,0.0,1148.85
C005938,KRISUL INVESTMENTS CC,1148.85,0.0,0.0,0.0,0.0,1148.85
C006093,L TRUTER & ASSOCIATES INCORPORATED,1148.85,0.0,0.0,0.0,0.0,1148.85
C006123,THE FENIX EXPORTS (PTY) LTD,1148.85,0.0,0.0,0.0,0.0,1148.85
C006273,PRETORIA EAST LEARNING CENTRE,1148.85,0.0,0.0,0.0,0.0,1148.85
C006318,QUANTUM DESIGN AND ENGINEERING,1148.85,0.0,0.0,0.0,0.0,1148.85
C006366,FRS ACCOUNTANTS (PTY) LTD,1148.85,0.0,0.0,0.0,0.0,1148.85
C006447,INSTALLATIONS AT PETROL CC,1148.85,0.0,0.0,0.0,0.0,1148.85
C006591,COSMIC AND VOODOO T/A CONLEE DEVELOPMENTS,1148.85,0.85,0.0,0.85,0.0,1148.85
WCGLOKAM,Gloria Kaminski,0.0,86.25,86.25,86.25,841.23,1099.98
C006354,EXCLUSIVE NETWORKS SOUTH AFRICA (PTY) LTD,1092.5,0.0,0.0,0.0,0.0,1092.5
C006927,LEANDRE THEYS ATTORNEYS,870.0,0.0,0.0,0.0,0.0,870.0
PSA009,DPT Solutions (Pty) Ltd,0.0,0.0,0.0,575.0,287.5,862.5
PSA043,Intdev Internet Technologies (Pty) Ltd,0.0,845.25,0.0,0.0,0.0,845.25
C005961,GREENFORD BODY CORPORATE T/A RPA PROPERTY MANAGEMENT,688.85,0.0,0.0,0.0,0.0,688.85
C006307,B335 PROP (PTY) LTD,688.85,0.0,0.0,0.0,0.0,688.85
C004880,NOBLE B-BBEE ADVISORY (PTY) LTD,0.0,0.0,0.0,0.0,567.81,567.81
C001189,HENTIQ 22227 (PTY) LTD,517.5,0.0,0.0,0.0,0.0,517.5
C006033,UNAIDS INTER COUNTRY TEAM IMPREST T/A UNAIDS,460.0,0.0,0.0,0.0,0.0,460.0
C000273,Plessie cc,287.49,0.0,0.0,0.0,0.0,287.49
PSA030,Carrier Select Telecoms,0.0,103.5,0.0,103.5,51.75,258.75
PSA007,Streamline Networks,0.0,239.2,0.0,0.0,0.0,239.2
C006140,K2014194863 (Pty) Ltd t/a Cattle Baron Tsitsikamma,224.25,0.0,0.0,0.0,0.0,224.25
C006141,K2014194882 (Pty) Ltd t/a Cattle Baron Skukuza,224.25,0.0,0.0,0.0,0.0,224.25
C005927,AFRICA WIFI COM (PTY) LTD,0.0,18175.29,0.0,0.0,18371.5,196.21
PSA010,Simplicloud South Africa (Pty) Ltd,0.0,189.75,0.0,0.0,0.0,189.75
CON007,Convergence Partners Management (Pty) Ltd,172.5,0.0,0.0,0.0,0.0,172.5
C005119,MANCHU GROUP (PTY) LTD,79.93,0.0,0.0,0.0,0.0,79.93
C006841,ACES AFRICA (PTY) LTD,0.3,0.0,0.0,0.0,0.0,0.3
C004658,EMALANGENI TECHNOLOGIES (PTY) LTD,0.25,0.0,0.0,0.0,0.0,0.25
C006658,CLOUD NETWORK SOLUTIONS (PTY) LTD,0.2,0.0,0.0,0.0,0.0,0.2
ROS0001,Rose Courtz Trading (Pty) LTD. trading as BitCo,0.0,0.0,0.0,0.0,0.14,0.14
C000877,Digivation (Pty) Ltd,0.1,0.0,0.0,0.0,0.0,0.1
BUS002,Business System Group (Africa) T/A BSG,0.0,0.0,0.0,24146.55,24146.55,0.0
C000015,LM Information Delivery SA (Pty ) Ltd,0.0,0.0,0.0,0.0,0.0,0.0
C000185,IMImobile South Africa (Pty) Ltd,0.0,0.0,0.0,0.0,0.0,0.0
C000388,"Altron Fintech, a division of Altron TMT (Pty) Ltd",10245.35,10245.35,0.0,0.0,0.0,0.0
C000845,The Star Merchant (Pty) Ltd,24388.05,24388.05,0.0,0.0,0.0,0.0
C001061,Decathlon South Africa Sport (Pty) Ltd,0.0,0.0,7186.35,7186.35,0.0,0.0
C001065,Commercial ICT Division of Hudaco Trading (Pty) Ltd,0.0,0.0,12416.91,111592.8,124009.71,0.0
C001182,Citrii Software (Pty) Ltd,0.0,0.0,0.0,0.0,0.0,0.0
C001219,Ortell Trading CC,0.0,0.0,0.0,0.0,0.0,0.0
C004141,Goldtel Industries (Pty) Ltd,0.0,0.0,16034.68,0.0,16034.68,0.0
C005536,DOCTORS WITHOUT BORDERS SOUTH AFRICA MISSION NPC (MSF Khayel,0.0,0.0,0.0,0.0,0.0,0.0
C006185,ATLANTIC BEACH HOMEOWNERS ASSOCIATION,0.0,0.0,0.0,0.0,0.0,0.0
C006750,BRITISH AMERICAN TOBACCO SOUTH AFRICA (PTY) LTD,0.0,110265.39,34809.53,75455.86,0.0,0.0
DIF001,Differentiated Business Solution (Pty) Ltd (R),0.0,0.0,0.0,0.0,0.0,0.0
FOR001,Forwardzone Media (Pty) Ltd,0.0,0.0,0.0,0.0,0.0,0.0
PET001,Petrotrade (Pty) Ltd,0.0,0.0,0.0,0.0,0.0,0.0
HIT001,Hitec Sure CC,0.0,0.0,0.0,0.0,0.01,0.01
PSA027,Mint Management,0.0,0.0,0.0,0.0,0.01,0.01
SNO001,Snowball Effect,0.0,0.0,0.0,0.0,0.01,0.01
C001187,Touchsides SA (Pty) Ltd,0.0,0.0,0.0,0.0,0.02,0.02
TWI001,TWINE NETWORKS,0.0,0.0,0.0,0.0,0.03,0.03
PSA016,Afrovation,0.0,0.0,0.0,0.0,0.25,0.25
C000333,Lesira Manufacturing (Pty) Ltd,0.0,0.45,0.0,0.15,0.0,0.6
DGI001,DGIT Architects CC,0.0,0.0,0.0,0.0,0.65,0.65
C000757,MMT Inland (Pty) Ltd,0.0,0.0,0.0,0.0,1.0,1.0
C003970,MCCOMMS IT SOLUTIONS CC,0.0,0.0,0.0,0.0,16.01,16.01
C000001,A-Cubed Consulting,0.0,0.0,0.0,0.0,27.45,27.45
C000261,ENX Corporation Ltd t/a Eqstra Fleet Management,0.0,0.0,0.0,0.0,36.0,36.0
FLE001,Fleek Consulting,0.0,0.0,0.0,0.0,96.6,96.6
ARC004,Architectural Fenestration Solutions (Pty) Ltd,0.0,0.0,0.0,0.0,176.21,176.21
C006826,E WORX SA ICT SOLUTIONS (PTY) LTD,0.0,0.0,799.0,1038.7,0.0,239.7
C000916,ML Communications,0.0,0.0,0.0,0.06,260.31,260.37
C000206,Hereford Financial Services,0.0,0.0,0.0,0.0,287.5,287.5
OUT002,OUTsurance Insurance Co (Pty) Ltd t/a OUTsurance,0.0,0.0,0.0,536.62,0.0,536.62
ALL003,Allen and Overy LLP,0.0,0.0,0.0,0.0,549.88,549.88
C000625,Murray Street 137 Guesthouse (Pty) Ltd,0.0,0.0,571.4,0.0,0.0,571.4
C001198,UNIQ HOLDINGS PTY LTD,0.0,0.0,0.0,0.0,630.75,630.75
SOU003,South African Credit and Risk Reporting Association,0.0,0.0,0.0,0.0,845.25,845.25
C000678,Bioniq (Pty) Ltd,0.0,0.0,0.0,0.0,858.72,858.72
C006572,SIVE SETFU ICT SOLUTIONS (PTY) LTD,0.0,0.0,0.0,0.0,918.15,918.15
C000455,Writing on the Wall,8048.85,151.15,8200.0,51.15,754.05,1107.5
MON001,Montrose Primary School,0.0,0.0,0.0,0.0,1293.62,1293.62
C005661,HANSEN WATER HEATERS (PTY) LTD.,0.0,0.0,0.0,0.0,1353.55,1353.55
C003793,Byron & Smith (Pty) Ltd,0.0,0.0,0.0,0.0,1500.0,1500.0
MAK003,Making Memories t/a Orion ILS Logistics,0.0,0.0,0.0,0.0,1583.45,1583.45
C003795,Harvey's Premium Guarantee t/a Cardinal Insurance Management,0.0,0.0,0.0,0.0,1685.13,1685.13
C006063,AGRILOGIQ TECHNICAL SYSTEMS (PTY) LTD,0.0,0.0,0.0,0.0,1723.85,1723.85
C000298,Asia Travel cc,0.0,0.0,0.0,0.0,1780.05,1780.05
C004766,U and G Afrika Logistics,0.0,0.0,0.0,0.0,1835.88,1835.88
EQU003,Equity Value Consulting (Pty) Ltd t/a FutureSense,0.0,0.0,0.0,0.0,2093.94,2093.94
C000234,"First Rand Bank Limited, India",25432.58,25432.58,0.0,0.0,2233.3,2233.3
C006283,SIYASHESHA LEADERSHIP INCUBATOR NPC T/A ACTIVATE! CHANGE DRIVERSSIYASHESHA LEADERSHIP INCUBATOR NPC,0.0,0.0,0.0,0.0,2594.18,2594.18
C001257,PROJECT ISIZWE,0.0,0.0,0.0,0.0,3088.67,3088.67
C000983,Imperial Crown Trading 336 (Pty) Ltd t/a GBO Online Systems,0.0,0.0,0.0,0.0,3219.74,3219.74
EPD001,EPDR Holdings (Pty) Ltd t/a EPDR,0.0,0.0,0.0,0.0,3337.97,3337.97
C000348,More Global Production Portal (Pty) Ltd,0.0,0.0,0.0,0.0,3784.68,3784.68
C000968,PH F and I Cape Town (Pty) Ltd,0.0,3851.35,0.0,0.0,0.0,3851.35
C000121,Arena Holdings (Pty) Ltd,0.0,0.0,0.0,0.0,4216.3,4216.3
BOX002,ALPLA Trading SA (Pty) Ltd (t/a ALPLA South Africa),0.0,0.0,0.0,0.0,4312.09,4312.09
C006358,HOLCON TRADING (PTY) LTD,0.0,0.0,0.0,0.0,5060.0,5060.0
C005397,HERONRY PROPERTIES (PTY) LTD,0.0,0.0,0.0,0.0,5746.44,5746.44
C001133,Mentor Africa (Pty) Ltd,0.0,0.0,0.0,0.0,5747.7,5747.7
C000656,JD Hill & Company,0.0,6093.85,0.0,0.0,0.0,6093.85
SYR002,Syrinx Communications International,0.0,0.0,0.0,0.0,6909.6,6909.6
C000392,Botha Roodt Johannesburg (Pty) Ltd,0.0,0.0,0.0,0.0,7041.49,7041.49
TCM001,TCM Networks (Pty) Ltd,20581.79,0.0,0.0,0.0,28548.78,7966.99
C005538,THE WANDERERS CLUB,0.0,0.0,0.0,0.0,8048.85,8048.85
C005430,GCS WATER AND ENVIRONMENT (PTY) LTD T/A GCS (PTY) LTD,0.0,0.0,8623.85,0.0,0.0,8623.85
TER003,Teraoko SA (Pty) Ltd,0.0,0.0,9198.85,0.0,0.0,9198.85
WCOPECOM,Open Communications (Pty) Ltd,0.0,0.0,9052.31,192.87,0.0,9245.18
C000965,Orange Cyberdefense South Africa (Pty) Ltd,0.0,0.0,0.0,0.0,9347.27,9347.27
C004874,MAKEREIGN,0.0,0.0,0.0,0.0,9485.4,9485.4
C000689,Diebold Nixdorf South Africa (Pty) Ltd,0.0,0.0,0.0,0.0,9814.17,9814.17
C006359,TRANSPERFECT SOUTH AFRICA (PTY) LTD,0.0,10348.85,0.0,0.0,0.0,10348.85
C004056,Cato Networks (UK) Ltd,368.0,368.0,368.0,5741.2,17436.15,10590.95
C006214,COLOURFIELD LIABILITY SOLUTIONS (PTY) LTD,0.0,10636.35,0.0,0.1,0.1,10636.15
C000436,Louw Genis and Rajoo Incorporated,0.0,0.0,0.0,0.0,10636.35,10636.35
7AR001,7 Arrows a division of SOG (Pty) Ltd,0.0,0.0,0.0,0.0,10704.68,10704.68
GEN001,Genepool,0.0,0.0,0.0,0.0,11241.25,11241.25
C000484,Novus Group (Pty) Ltd,0.0,0.0,0.0,3449.51,8048.85,11498.36
ATT001,Redstor Africa (Pty) Ltd,0.0,0.0,0.0,0.0,11499.34,11499.34
CAN001,Canden Schools (Pty) Ltd,0.0,0.0,0.0,0.0,12187.7,12187.7
COM004,Compu-Clearing Proprietary Limited,0.0,0.0,0.0,0.0,13776.44,13776.44
AMI001,AMI Holdings (Pty) Ltd,0.0,0.0,0.0,0.0,14948.85,14948.85
C000710,Amazing Vouchers Pty (Ltd),0.0,0.0,0.0,0.0,15022.52,15022.52
C004895,68 ON MAIN BODY CORPORATE T/A THE BODY CORPORATE,0.0,0.0,0.0,0.0,15561.11,15561.11
SIE001,Sierra Square Hotel (Pty) Ltd,0.0,0.0,0.0,0.0,16691.88,16691.88
C000711,Intelys Technology Africa (Pty) Ltd - DO NOT USE FOR BILLING,0.0,0.0,0.0,5570.6,11141.2,16711.8
C006157,DARK KITCHEN (PTY) LTD T/A BELTHAZAR RESTAURANT & WINE BAR,0.0,0.0,0.0,0.0,17766.65,17766.65
C001098,Cato Networks (UK) Ltd,0.0,0.0,17916.32,0.0,0.0,17916.32
C005371,GROUND FLOOR CONSORTIUM (PTY) LTD,0.0,0.0,0.0,0.0,19350.59,19350.59
C000790,Innovation Hub Group (Pty) Ltd,0.0,0.0,0.0,0.0,19683.52,19683.52
THE016,The Church of Jesus Christ of Latter Day Saints SA,0.0,0.0,0.0,0.0,21182.18,21182.18
C005804,LOGIA IT SERVICES (PTY) LTD.,0.0,0.0,0.0,0.0,21272.7,21272.7
C006248,CEVA LOGISTICS SOUTH AFRICA (PTY) LTD,21960.4,42307.31,0.0,0.0,3104.66,23451.57
C000454,Hello Group (Pty) Ltd,58134.8,5239.4,89391.74,0.0,0.0,26017.54
ERI001,ERICSSON SOUTH AFRICA (PTY) LTD. (ESA),0.0,0.0,0.0,0.0,28057.86,28057.86
C000224,Owen Musiker,0.0,0.0,0.0,0.0,32210.35,32210.35
C000716,Madhlopa Incorporated T/A Madhlopa Attorneys,0.0,0.0,0.0,0.0,35750.59,35750.59
MAG002,Magnet Electrical Supplies,0.0,0.0,0.0,0.0,35870.8,35870.8
C000145,Z & Z Ngogodo Inc,0.0,0.0,0.0,0.0,42709.28,42709.28
AMP001,Ampath Trust,0.0,0.0,0.0,0.0,44766.65,44766.65
IMC001,IMCAMO CC t/a Royal Travel,0.0,0.0,0.0,0.0,48293.1,48293.1
C003771,BEKA SCHREDER (PTY) LTD,14142.7,14142.7,14142.7,92078.05,0.0,49649.95
C006124,BIDVEST INSURANCE LIMITED,0.0,0.0,5692.5,80212.5,17595.0,56925.0
C000832,Radware Ltd,2302.67,2299.97,0.0,0.0,63964.93,59362.29
C005224,PARKER HANNIFIN AFRICA (PTY) LTD,0.0,0.0,4828.85,0.0,72307.49,77136.34
C000628,Exxaro Resources Ltd,0.0,0.0,0.0,0.0,93960.04,93960.04
C006362,EOH Technology Solutions a Div of EOH Mthombo,0.0,0.0,0.0,0.0,120268.19,120268.19
C005925,HATFIELD HOLDINGS (PTY) LTD T/A FURY FORD SANDTON,0.0,0.0,0.0,127970.85,0.0,127970.85
STO001,Stonehage Fleming Financial Services (Pty) Ltd,0.0,0.0,0.0,139544.45,0.0,139544.45
C005866,Radware Ltd t/a RDWR,2300.0,0.0,0.0,0.0,361585.21,359285.21
INN002,Innovation Group Services (Pty) Ltd,84857.75,72660.08,78923.75,393955.68,205931.34,363445.44
C000992,Discovery Central Services (Pty) Ltd,114543.64,114543.64,547443.73,383727.35,63954.56,638129.24
